Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Sardar Vallabhbhai Patel Municipal Stadium, Ahmedabad, India,","Randhir Singh, Charles Correa, Mahendra Raj","133347, 75460, 74066","(Indian, born 1976) (Indian, 1930–2015) (Indian, 1924 – 2022)",(Indian) (Indian) (Indian),(1976) (1930) (1924),(0) (2015) (2022),(male) (male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,80.2023,Architecture,Architecture & Design,2023-05-04,Y,447684,https://www.moma.org/collection/works/447684,https://www.moma.org/media/W1siZiIsIjUzOTUzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2c637a0c5106be7e,,,,,,,,,,
"Premabhai Hall, Ahmedabad, India","Randhir Singh, Balkrishna Doshi, Mahendra Raj","133347, 75518, 74066","(Indian, born 1976) (Indian, 1927 – 2023) (Indian, 1924 – 2022)",(Indian) (Indian) (Indian),(1976) (1927) (1924),(0) (2023) (2022),(male) (male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,79.2023,Architecture,Architecture & Design,2023-05-04,Y,447683,https://www.moma.org/collection/works/447683,https://www.moma.org/media/W1siZiIsIjUzOTUzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c76954b54f44aa0e,,,,,,,,,,
"Jesuit Chapel, Colombo, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1960,Board with pasted photographic prints,"11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,64.2023,Architecture,Architecture & Design,2023-05-04,Y,446129,https://www.moma.org/collection/works/446129,https://www.moma.org/media/W1siZiIsIjU0MTg5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=43b3817be1a41216,,,,,27.9400558801,,,21.5900431801,,
"Shri Ram Centre for Art and Culture, New Delhi, India","Randhir Singh, Shivnath Prasad, Mahendra Raj","133347, 75501, 74066","(Indian, born 1976) (Indian, born 1922) (Indian, 1924 – 2022)",(Indian) (Indian) (Indian),(1976) (1922) (1924),(0) (0) (2022),(male) (male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,78.2023,Architecture,Architecture & Design,2023-05-04,Y,447682,https://www.moma.org/collection/works/447682,https://www.moma.org/media/W1siZiIsIjUzOTUzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dc8c027512218fa3,,,,,,,,,,
"India International Centre (IIC), New Delhi, India,","Randhir Singh, Joseph Allen Stein","133347, 75502","(Indian, born 1976) (American, 1912–2001)",(Indian) (American),(1976) (1912),(0) (2001),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,85.2023,Architecture,Architecture & Design,2023-05-04,Y,447687,https://www.moma.org/collection/works/447687,https://www.moma.org/media/W1siZiIsIjUzOTUyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ea2d4b023a71ec77,,,,,,,,,,
"College of Arts and Crafts (Institute of Fine Arts), University of Dhaka, Bangladesh","Randhir Singh, Muzharul Islam","133347, 75481","(Indian, born 1976) (Bangladeshi, 1923–2012)",(Indian) (Bangladeshi),(1976) (1923),(0) (2012),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,83.2023,Architecture,Architecture & Design,2023-05-04,Y,447686,https://www.moma.org/collection/works/447686,https://www.moma.org/media/W1siZiIsIjUzOTUzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2978141f58860372,,,,,,,,,,
"Golconde guesthouse, Puducherry, India","Randhir Singh, Antonin Raymond, George Nakashima, François (František) Sammer, Chandulal Shah","133347, 4827, 26803, 136164, 136165","(Indian, born 1976) (American, 1888–1976) (American, 1905–1990) (Czech, 1907 – 1973)",(Indian) (American) (American) (Czech) (),(1976) (1888) (1905) (1907) (0),(0) (1976) (1990) (1973) (0),(male) (male) (male) (male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,86.2023,Architecture,Architecture & Design,2023-05-04,Y,447688,https://www.moma.org/collection/works/447688,https://www.moma.org/media/W1siZiIsIjUzOTUyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ab4ef8fe8d7ce508,,,,,,,,,,
"Dudhsagar Dairy, Mehsana, India","Randhir Singh, Achyut Kanvinde, Shaukat Rai","133347, 75483, 134611","(Indian, born 1976) (Indian, 1916–2002) (Indian, 1922 – 2003)",(Indian) (Indian) (Indian),(1976) (1916) (1922),(0) (2002) (2003),(male) (male) (),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,89.2023,Architecture,Architecture & Design,2023-05-04,Y,447689,https://www.moma.org/collection/works/447689,https://www.moma.org/media/W1siZiIsIjUzOTUyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d13bdccda2df8053,,,,,,,,,,
"Kamalapur Railway Station, Dhaka, Bangladesh,","Randhir Singh, Daniel C. Dunham, Robert Boughey, Louis Berger","133347, 136166, 75517, 84166","(Indian, born 1976) (American, 1929 – 2000) (American, born 1936)",(Indian) (American) (American) (),(1976) (1929) (1936) (0),(0) (2000) (0) (0),(male) (male) (male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,90.2023,Architecture,Architecture & Design,2023-05-04,Y,447690,https://www.moma.org/collection/works/447690,https://www.moma.org/media/W1siZiIsIjUzOTUyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3b27e58ca5c6a9ec,,,,,,,,,,
"Kanchanjunga Apartments at Cumbala Hill, Mumbai, India,","Randhir Singh, Charles Correa","133347, 75460","(Indian, born 1976) (Indian, 1930–2015)",(Indian) (Indian),(1976) (1930),(0) (2015),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,91.2023,Architecture,Architecture & Design,2023-05-04,Y,447691,https://www.moma.org/collection/works/447691,https://www.moma.org/media/W1siZiIsIjUzOTUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3af7bbeaee062484,,,,,,,,,,
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,Board with pasted photographic prints,"11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.9,Architecture,Architecture & Design,2023-05-04,Y,446123,https://www.moma.org/collection/works/446123,https://www.moma.org/media/W1siZiIsIjU0MTY3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b211f1939552e7d0,,,,,27.9400558801,,,21.5900431801,,
"University of Dhaka Library, Dhaka, Bangladesh","Randhir Singh, Muzharul Islam","133347, 75481","(Indian, born 1976) (Bangladeshi, 1923–2012)",(Indian) (Bangladeshi),(1976) (1923),(0) (2012),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,81.2023,Architecture,Architecture & Design,2023-05-04,Y,447685,https://www.moma.org/collection/works/447685,https://www.moma.org/media/W1siZiIsIjUzOTUzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=80800ebae1f51340,,,,,,,,,,
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,Board with pasted photographic prints,"11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.8,Architecture,Architecture & Design,2023-05-04,Y,446122,https://www.moma.org/collection/works/446122,https://www.moma.org/media/W1siZiIsIjU0MTY3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ec83b47b3b3f62c4,,,,,27.9400558801,,,21.5900431801,,
"Kanchanjunga Apartments, Bombay, India",Randhir Singh,133347,"(Indian, born 1976)",(Indian),(1976),(0),(male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,76.2023,Architecture,Architecture & Design,2023-05-04,Y,421695,https://www.moma.org/collection/works/421695,https://www.moma.org/media/W1siZiIsIjUxMjUyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0554da861d7a2b76,,,,,,,,,,
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,Board with pasted photographic prints,"11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.6,Architecture,Architecture & Design,2023-05-04,Y,446120,https://www.moma.org/collection/works/446120,https://www.moma.org/media/W1siZiIsIjU0MTY3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=989c6bf3ad3dc4a2,,,,,27.9400558801,,,21.5900431801,,
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,Board with pasted photographic prints,"11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.5,Architecture,Architecture & Design,2023-05-04,Y,446119,https://www.moma.org/collection/works/446119,https://www.moma.org/media/W1siZiIsIjU0MTY3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e43eb8a9e2af0d66,,,,,27.9400558801,,,21.5900431801,,
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,Board with pasted photographic prints,"11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.4,Architecture,Architecture & Design,2023-05-04,Y,446118,https://www.moma.org/collection/works/446118,https://www.moma.org/media/W1siZiIsIjU0MTY3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8b8b6a0be4591b57,,,,,27.9400558801,,,21.5900431801,,
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,Board with pasted photographic prints,"11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.3,Architecture,Architecture & Design,2023-05-04,Y,446117,https://www.moma.org/collection/works/446117,https://www.moma.org/media/W1siZiIsIjU0MTY3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2d7645665405556d,,,,,27.9400558801,,,21.5900431801,,
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,Board with pasted photographic prints,"11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.2,Architecture,Architecture & Design,2023-05-04,Y,446116,https://www.moma.org/collection/works/446116,https://www.moma.org/media/W1siZiIsIjU0MTY3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=238c68f0a0f5b253,,,,,27.9400558801,,,21.5900431801,,
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,Board with pasted photographic prints,"11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.1,Architecture,Architecture & Design,2023-05-04,Y,446115,https://www.moma.org/collection/works/446115,https://www.moma.org/media/W1siZiIsIjU0MTY3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c9ac30d68f04c236,,,,,27.9400558801,,,21.5900431801,,
"NCDC Office Building, New Delhi, India",Randhir Singh,133347,"(Indian, born 1976)",(Indian),(1976),(0),(male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,92.2023,Architecture,Architecture & Design,2023-05-04,Y,427808,https://www.moma.org/collection/works/427808,https://www.moma.org/media/W1siZiIsIjUwNzk5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=013222a00a29e688,,,,,,,,,,
"Lalbhai Institute of Indology, Ahmedabad, India","Randhir Singh, Balkrishna Doshi","133347, 75518","(Indian, born 1976) (Indian, 1927 – 2023)",(Indian) (Indian),(1976) (1927),(0) (2023),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,77.2023,Architecture,Architecture & Design,2023-05-04,Y,422875,https://www.moma.org/collection/works/422875,https://www.moma.org/media/W1siZiIsIjQ5OTEwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2dbc214f73129c38,,,,,,,,,,
"Kamala House, Ahmedabad, India",Randhir Singh,133347,"(Indian, born 1976)",(Indian),(1976),(0),(male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,87.2023,Architecture,Architecture & Design,2023-05-04,Y,421697,https://www.moma.org/collection/works/421697,https://www.moma.org/media/W1siZiIsIjUwODI1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e4170cb5571981cd,,,,,,,,,,
"India International Centre (IIC), New Delhi, India",Randhir Singh,133347,"(Indian, born 1976)",(Indian),(1976),(0),(male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,84.2023,Architecture,Architecture & Design,2023-05-04,Y,421575,https://www.moma.org/collection/works/421575,https://www.moma.org/media/W1siZiIsIjUxMjU5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fc6c71d74ab1eef5,,,,,,,,,,
"Indian Institute of Management (IIM), Bangalore, India",Randhir Singh,133347,"(Indian, born 1976)",(Indian),(1976),(0),(male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,82.2023,Architecture,Architecture & Design,2023-05-04,Y,421572,https://www.moma.org/collection/works/421572,https://www.moma.org/media/W1siZiIsIjQ5NTY2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=554c291ad6e25c0f,,,,,,,,,,
"Chittagong University, Chittagong, Bangladesh",Randhir Singh,133347,"(Indian, born 1976)",(Indian),(1976),(0),(male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,88.2023,Architecture,Architecture & Design,2023-05-04,Y,421567,https://www.moma.org/collection/works/421567,https://www.moma.org/media/W1siZiIsIjQ5NTY2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=547cedc7da9d504c,,,,,,,,,,
"New Secretariat Building, Kolkata, India","Randhir Singh, Habib Rahman","133347, 75505","(Indian, born 1976) (Indian, 1915–1995)",(Indian) (Indian),(1976) (1915),(0) (1995),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,93.2023,Architecture,Architecture & Design,2023-05-04,Y,447692,https://www.moma.org/collection/works/447692,https://www.moma.org/media/W1siZiIsIjUzOTUzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=94a5cae7c9617a63,,,,,,,,,,
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,Board with pasted photographic prints,"11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.7,Architecture,Architecture & Design,2023-05-04,Y,446121,https://www.moma.org/collection/works/446121,https://www.moma.org/media/W1siZiIsIjU0MTY3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6c4956b3e1a170d4,,,,,27.9400558801,,,21.5900431801,,
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,nine sheets with pasted photographic prints,"each: 11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.1-9,Architecture,Architecture & Design,2023-05-04,N,448160,,,,,,,27.9400558801,,,21.5900431801,,
"Generator Project, White Oak, Florida, Full-Scale On-Site Mock-up (with Figure)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(male),1978-80,Color photograph,"7 x 7"" (17.8 x 17.8 cm)",Gift of The Howard Gilman Foundation,1256.2000,Architecture,Architecture & Design,,Y,872,https://www.moma.org/collection/works/872,https://www.moma.org/media/W1siZiIsIjUzMDE3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9eb4ba0ae6c38ef0,,,,,17.78,,,17.78,,
